row_id,microbusiness_density
1057_2022-11-01,1.0409383981977782
1057_2022-12-01,1.0409383981977782
1057_2023-01-01,1.0409383981977782
1057_2023-02-01,0.36510525906936997
1057_2023-03-01,0.36510525906936997
1057_2023-04-01,0.36510525906936997
1057_2023-05-01,0.36510525906936997
1057_2023-06-01,0.36510525906936997
1059_2022-11-01,1.9301470588235294
1059_2022-12-01,1.9552139037433154
1059_2023-01-01,1.9468582887700536
1059_2023-02-01,0.6809826203208557
1059_2023-03-01,0.6809826203208557
1059_2023-04-01,0.6809826203208557
1059_2023-05-01,0.6809826203208557
1059_2023-06-01,0.6809826203208557
1061_2022-11-01,1.4636974059224193
1061_2022-12-01,1.4781894594464036
1061_2023-01-01,1.4781894594464036
1061_2023-02-01,0.5168832423554418
1061_2023-03-01,0.5168832423554418
1061_2023-04-01,0.5168832423554418
1061_2023-05-01,0.5168832423554418
1061_2023-06-01,0.5168832423554418
1063_2022-11-01,1.470107807905913
1063_2022-12-01,1.519111401502777
1063_2023-01-01,1.5681149950996405
1063_2023-02-01,0.5553740607644561
1063_2023-03-01,0.5553740607644561
1063_2023-04-01,0.5553740607644561
1063_2023-05-01,0.5553740607644561
1063_2023-06-01,0.5553740607644561
1065_2022-11-01,1.1634056054997355
1065_2022-12-01,1.154591926670192
1065_2023-01-01,1.154591926670192
1065_2023-02-01,0.4054292261589988
1065_2023-03-01,0.4054292261589988
1065_2023-04-01,0.4054292261589988
1065_2023-05-01,0.4054292261589988
1065_2023-06-01,0.4054292261589988
1067_2022-11-01,2.5051576775714706
1067_2022-12-01,2.519893899204244
1067_2023-01-01,2.527262010020631
1067_2023-02-01,0.8841732979664014
1067_2023-03-01,0.8841732979664014
1067_2023-04-01,0.8841732979664014
1067_2023-05-01,0.8841732979664014
1067_2023-06-01,0.8841732979664014
1069_2022-11-01,3.4149862960062642
1069_2022-12-01,3.4308927173061865
1069_2023-01-01,3.421104150352389
1069_2023-02-01,1.1978758809710257
1069_2023-03-01,1.1978758809710257
1069_2023-04-01,1.1978758809710257
1069_2023-05-01,1.1978758809710257
1069_2023-06-01,1.1978758809710257
1071_2022-11-01,1.7291691788255155
1071_2022-12-01,1.7291691788255155
1071_2023-01-01,1.7146991438562644
1071_2023-02-01,0.6005064512239238
1071_2023-03-01,0.6005064512239238
1071_2023-04-01,0.6005064512239238
1071_2023-05-01,0.6005064512239238
1071_2023-06-01,0.6005064512239238
1073_2022-11-01,6.49111354040722
1073_2022-12-01,6.488795837405409
1073_2023-01-01,6.426990424023764
1073_2023-02-01,2.2512621824264034
1073_2023-03-01,2.2512621824264034
1073_2023-04-01,2.2512621824264034
1073_2023-05-01,2.2512621824264034
1073_2023-06-01,2.2512621824264034
1075_2022-11-01,0.9169264624977077
1075_2022-12-01,0.9169264624977077
1075_2023-01-01,0.9077571978727306
1075_2023-02-01,0.3209242618741977
1075_2023-03-01,0.3209242618741977
1075_2023-04-01,0.3209242618741977
1075_2023-05-01,0.3209242618741977
1075_2023-06-01,0.3209242618741977
1077_2022-11-01,4.036635913892232
1077_2022-12-01,4.024602219548068
1077_2023-01-01,4.021928065249365
1077_2023-02-01,1.410616392565851
1077_2023-03-01,1.410616392565851
1077_2023-04-01,1.410616392565851
1077_2023-05-01,1.410616392565851
1077_2023-06-01,1.410616392565851
1079_2022-11-01,1.3463844933648006
1079_2022-12-01,1.334777730490966
1079_2023-01-01,1.3386466514489108
1079_2023-02-01,0.46813943591132434
1079_2023-03-01,0.46813943591132434
1079_2023-04-01,0.46813943591132434
1079_2023-05-01,0.46813943591132434
1079_2023-06-01,0.46813943591132434
1081_2022-11-01,3.9766400967430338
1081_2022-12-01,3.9707411312741026
1081_2023-01-01,3.8564486753135667
1081_2023-02-01,1.3486509803343238
1081_2023-03-01,1.3486509803343238
1081_2023-04-01,1.3486509803343238
1081_2023-05-01,1.3486509803343238
1081_2023-06-01,1.3486509803343238
1083_2022-11-01,2.9272393763375115
1083_2022-12-01,2.9297870172220524
1083_2023-01-01,2.8571792520126365
1083_2023-02-01,0.9999490471823093
1083_2023-03-01,0.9999490471823093
1083_2023-04-01,0.9999490471823093
1083_2023-05-01,0.9999490471823093
1083_2023-06-01,0.9999490471823093
1085_2022-11-01,1.3744845682868925
1085_2022-12-01,1.3744845682868925
1085_2023-01-01,1.3369986255154316
1085_2023-02-01,0.462326627514682
1085_2023-03-01,0.462326627514682
1085_2023-04-01,0.462326627514682
1085_2023-05-01,0.462326627514682
1085_2023-06-01,0.462326627514682
1087_2022-11-01,1.8490940680069494
1087_2022-12-01,1.8863241499131298
1087_2023-01-01,1.8304790270538596
1087_2023-02-01,0.6391164060560933
1087_2023-03-01,0.6391164060560933
1087_2023-04-01,0.6391164060560933
1087_2023-05-01,0.6391164060560933
1087_2023-06-01,0.6391164060560933
1089_2022-11-01,6.527911396860407
1089_2022-12-01,6.549364941555852
1089_2023-01-01,6.414609863937597
1089_2023-02-01,2.2442419021249065
1089_2023-03-01,2.2442419021249065
1089_2023-04-01,2.2442419021249065
1089_2023-05-01,2.2442419021249065
1089_2023-06-01,2.2442419021249065
1091_2022-11-01,1.3603627634035742
1091_2022-12-01,1.3803680981595092
1091_2023-01-01,1.3670312083222191
1091_2023-02-01,0.480128034142438
1091_2023-03-01,0.480128034142438
1091_2023-04-01,0.480128034142438
1091_2023-05-01,0.480128034142438
1091_2023-06-01,0.480128034142438
1093_2022-11-01,1.6330575663564286
1093_2022-12-01,1.6330575663564286
1093_2023-01-01,1.658910720441227
1093_2023-02-01,0.5816959669079628
1093_2023-03-01,0.5816959669079628
1093_2023-04-01,0.5816959669079628
1093_2023-05-01,0.5816959669079628
1093_2023-06-01,0.5816959669079628
1095_2022-11-01,2.7972317194220797
1095_2022-12-01,2.8179111062093307
1095_2023-01-01,2.8179111062093307
1095_2023-02-01,0.985717436858939
1095_2023-03-01,0.985717436858939
1095_2023-04-01,0.985717436858939
1095_2023-05-01,0.985717436858939
1095_2023-06-01,0.985717436858939
1097_2022-11-01,4.103284458403699
1097_2022-12-01,4.082766457803943
1097_2023-01-01,4.087185719471583
1097_2023-02-01,1.4334190880537887
1097_2023-03-01,1.4334190880537887
1097_2023-04-01,1.4334190880537887
1097_2023-05-01,1.4334190880537887
1097_2023-06-01,1.4334190880537887
1099_2022-11-01,1.1411182959300115
1099_2022-12-01,1.1474578420185115
1099_2023-01-01,1.1854951185495117
1099_2023-02-01,0.4120704957525041
1099_2023-03-01,0.4120704957525041
1099_2023-04-01,0.4120704957525041
1099_2023-05-01,0.4120704957525041
1099_2023-06-01,0.4120704957525041
1101_2022-11-01,4.763566867318212
1101_2022-12-01,4.74926186171065
1101_2023-01-01,4.725229452289946
1101_2023-02-01,1.65823625002861
1101_2023-03-01,1.65823625002861
1101_2023-04-01,1.65823625002861
1101_2023-05-01,1.65823625002861
1101_2023-06-01,1.65823625002861
1103_2022-11-01,3.015763494506661
1103_2022-12-01,3.047608937954461
1103_2023-01-01,3.011517435380288
1103_2023-02-01,1.053022663340587
1103_2023-03-01,1.053022663340587
1103_2023-04-01,1.053022663340587
1103_2023-05-01,1.053022663340587
1103_2023-06-01,1.053022663340587
1105_2022-11-01,0.6272793581327498
1105_2022-12-01,0.6418672501823487
1105_2023-01-01,0.6564551422319475
1105_2023-02-01,0.2334062727935813
1105_2023-03-01,0.2334062727935813
1105_2023-04-01,0.2334062727935813
1105_2023-05-01,0.2334062727935813
1105_2023-06-01,0.2334062727935813
1107_2022-11-01,0.7841624887517675
1107_2022-12-01,0.7841624887517675
1107_2023-01-01,0.8034451729014012
1107_2023-02-01,0.28281270086129323
1107_2023-03-01,0.28281270086129323
1107_2023-04-01,0.28281270086129323
1107_2023-05-01,0.28281270086129323
1107_2023-06-01,0.28281270086129323
1109_2022-11-01,1.979976090854752
1109_2022-12-01,1.9687686790197252
1109_2023-01-01,1.9837118947997607
1109_2023-02-01,0.6948595337716676
1109_2023-03-01,0.6948595337716676
1109_2023-04-01,0.6948595337716676
1109_2023-05-01,0.6948595337716676
1109_2023-06-01,0.6948595337716676
1111_2022-11-01,5.317423540315107
1111_2022-12-01,5.085727525486561
1111_2023-01-01,5.218952734012975
1111_2023-02-01,1.830398517145505
1111_2023-03-01,1.830398517145505
1111_2023-04-01,1.830398517145505
1111_2023-05-01,1.830398517145505
1111_2023-06-01,1.830398517145505
1113_2022-11-01,2.515356678473748
1113_2022-12-01,2.542258888938708
1113_2023-01-01,2.526565932834148
1113_2023-02-01,0.8832892435995157
1113_2023-03-01,0.8832892435995157
1113_2023-04-01,0.8832892435995157
1113_2023-05-01,0.8832892435995157
1113_2023-06-01,0.8832892435995157
1115_2022-11-01,2.983879042755582
1115_2022-12-01,3.0139180935215784
1115_2023-01-01,2.995322490666438
1115_2023-02-01,1.047075483843282
1115_2023-03-01,1.047075483843282
1115_2023-04-01,1.047075483843282
1115_2023-05-01,1.047075483843282
1115_2023-06-01,1.047075483843282
1117_2022-11-01,7.475232307946941
1117_2022-12-01,7.4941479677488
1117_2023-01-01,7.41730309980375
1117_2023-02-01,2.5908542784858013
1117_2023-03-01,2.5908542784858013
1117_2023-04-01,2.5908542784858013
1117_2023-05-01,2.5908542784858013
1117_2023-06-01,2.5908542784858013
1119_2022-11-01,1.0141181149333864
1119_2022-12-01,1.0141181149333864
1119_2023-01-01,1.0240604493935177
1119_2023-02-01,0.3579240405647246
1119_2023-03-01,0.3579240405647246
1119_2023-04-01,0.3579240405647246
1119_2023-05-01,0.3579240405647246
1119_2023-06-01,0.3579240405647246
1121_2022-11-01,1.7083700849542731
1121_2022-12-01,1.706822648283119
1121_2023-01-01,1.6882534082292682
1121_2023-02-01,0.591120808380917
1121_2023-03-01,0.591120808380917
1121_2023-04-01,0.591120808380917
1121_2023-05-01,0.591120808380917
1121_2023-06-01,0.591120808380917
1123_2022-11-01,3.910050481872419
1123_2022-12-01,3.9069909744531133
1123_2023-01-01,3.870276885421447
1123_2023-02-01,1.3553617867523329
1123_2023-03-01,1.3553617867523329
1123_2023-04-01,1.3553617867523329
1123_2023-05-01,1.3553617867523329
1123_2023-06-01,1.3553617867523329
1125_2022-11-01,4.092112198688484
1125_2022-12-01,4.150489976592212
1125_2023-01-01,3.9883924573643847
1125_2023-02-01,1.3953989242619178
1125_2023-03-01,1.3953989242619178
1125_2023-04-01,1.3953989242619178
1125_2023-05-01,1.3953989242619178
1125_2023-06-01,1.3953989242619178
1127_2022-11-01,1.619377162629758
1127_2022-12-01,1.6569451309935739
1127_2023-01-01,1.643104300543747
1127_2023-02-01,0.5753830944142363
1127_2023-03-01,0.5753830944142363
1127_2023-04-01,0.5753830944142363
1127_2023-05-01,0.5753830944142363
1127_2023-06-01,0.5753830944142363
1129_2022-11-01,0.9647344953384677
1129_2022-12-01,0.9809485204702068
1129_2023-01-01,1.0052695581678153
1129_2023-02-01,0.3486015403323875
1129_2023-03-01,0.3486015403323875
1129_2023-04-01,0.3486015403323875
1129_2023-05-01,0.3486015403323875
1129_2023-06-01,0.3486015403323875
1131_2022-11-01,1.152525747915645
1131_2022-12-01,1.1647866601275136
1131_2023-01-01,1.152525747915645
1131_2023-02-01,0.40461010299166256
1131_2023-03-01,0.40461010299166256
1131_2023-04-01,0.40461010299166256
1131_2023-05-01,0.40461010299166256
1131_2023-06-01,0.40461010299166256
1133_2022-11-01,3.60518211744717
1133_2022-12-01,3.6370393968355104
1133_2023-01-01,3.65296803652968
1133_2023-02-01,1.279600722098333
1133_2023-03-01,1.279600722098333
1133_2023-04-01,1.279600722098333
1133_2023-05-01,1.279600722098333
1133_2023-06-01,1.279600722098333
2013_2022-11-01,0.8882815169115136
2013_2022-12-01,0.8882815169115136
2013_2023-01-01,0.8882815169115136
2013_2023-02-01,0.30748206354629315
2013_2023-03-01,0.30748206354629315
2013_2023-04-01,0.30748206354629315
2013_2023-05-01,0.30748206354629315
2013_2023-06-01,0.30748206354629315
2016_2022-11-01,1.2348353552859619
2016_2022-12-01,1.2348353552859619
2016_2023-01-01,1.2564991334488735
2016_2023-02-01,0.43327556325823224
2016_2023-03-01,0.43327556325823224
2016_2023-04-01,0.43327556325823224
2016_2023-05-01,0.43327556325823224
2016_2023-06-01,0.43327556325823224
2020_2022-11-01,6.865997715998392
2020_2022-12-01,6.894434890155772
2020_2023-01-01,6.896240425022908
2020_2023-02-01,2.4185139545276044
2020_2023-03-01,2.4185139545276044
2020_2023-04-01,2.4185139545276044
2020_2023-05-01,2.4185139545276044
2020_2023-06-01,2.4185139545276044
2050_2022-11-01,0.8692018386961973
2050_2022-12-01,0.9109903886335144
2050_2023-01-01,0.9026326786460509
2050_2023-02-01,0.31759297952361054
2050_2023-03-01,0.31759297952361054
2050_2023-04-01,0.31759297952361054
2050_2023-05-01,0.31759297952361054
2050_2023-06-01,0.31759297952361054
2060_2022-11-01,11.594202898550725
2060_2022-12-01,11.594202898550725
2060_2023-01-01,10.579710144927535
2060_2023-02-01,3.768115942028986
2060_2023-03-01,3.768115942028986
2060_2023-04-01,3.768115942028986
2060_2023-05-01,3.768115942028986
2060_2023-06-01,3.768115942028986
2068_2022-11-01,14.601103863522328
2068_2022-12-01,14.601103863522328
2068_2023-01-01,15.755143000501755
2068_2023-02-01,5.5193176116407425
2068_2023-03-01,5.5193176116407425
2068_2023-04-01,5.5193176116407425
2068_2023-05-01,5.5193176116407425
2068_2023-06-01,5.5193176116407425
2070_2022-11-01,1.6979445933869526
2070_2022-12-01,1.6979445933869526
2070_2023-01-01,1.6979445933869526
2070_2023-02-01,0.5957700327673519
2070_2023-03-01,0.5957700327673519
2070_2023-04-01,0.5957700327673519
2070_2023-05-01,0.5957700327673519
2070_2023-06-01,0.5957700327673519
2090_2022-11-01,3.9598188867499933
2090_2022-12-01,3.9706639915408184
2090_2023-01-01,4.012688772605266
2090_2023-02-01,1.405796708510696
2090_2023-03-01,1.405796708510696
2090_2023-04-01,1.405796708510696
2090_2023-05-01,1.405796708510696
2090_2023-06-01,1.405796708510696
2100_2022-11-01,5.682605682605683
2100_2022-12-01,5.751905751905752
2100_2023-01-01,6.375606375606376
2100_2023-02-01,2.2176022176022174
2100_2023-03-01,2.2176022176022174
2100_2023-04-01,2.2176022176022174
2100_2023-05-01,2.2176022176022174
2100_2023-06-01,2.2176022176022174
2105_2022-11-01,4.705882352941177
2105_2022-12-01,4.6568627450980395
2105_2023-01-01,4.362745098039215
2105_2023-02-01,1.5196078431372548
2105_2023-03-01,1.5196078431372548
2105_2023-04-01,1.5196078431372548
2105_2023-05-01,1.5196078431372548
2105_2023-06-01,1.5196078431372548
2110_2022-11-01,3.9574835268277377
2110_2022-12-01,3.996705365547537
2110_2023-01-01,3.9810166300596173
2110_2023-02-01,1.396297458424851
2110_2023-03-01,1.396297458424851
2110_2023-04-01,1.396297458424851
2110_2023-05-01,1.396297458424851
2110_2023-06-01,1.396297458424851
2122_2022-11-01,5.7294068559632825
2122_2022-12-01,5.72721083953708
2122_2023-01-01,5.7425829545205
2122_2023-02-01,2.011551046401827
2122_2023-03-01,2.011551046401827
2122_2023-04-01,2.011551046401827
2122_2023-05-01,2.011551046401827
2122_2023-06-01,2.011551046401827
2130_2022-11-01,5.8063925267881675
2130_2022-12-01,5.907134352962726
2130_2023-01-01,5.897976005128674
2130_2023-02-01,2.060628262661416
2130_2023-03-01,2.060628262661416
2130_2023-04-01,2.060628262661416
2130_2023-05-01,2.060628262661416
2130_2023-06-01,2.060628262661416
2150_2022-11-01,2.8803693295865114
2150_2022-12-01,2.910477719791248
2150_2023-01-01,2.920513849859494
2150_2023-02-01,1.0236852669610599
2150_2023-03-01,1.0236852669610599
2150_2023-04-01,1.0236852669610599
2150_2023-05-01,1.0236852669610599
2150_2023-06-01,1.0236852669610599
2164_2022-11-01,4.40771349862259
2164_2022-12-01,4.545454545454546
2164_2023-01-01,5.096418732782369
2164_2023-02-01,1.790633608815427
2164_2023-03-01,1.790633608815427
2164_2023-04-01,1.790633608815427
2164_2023-05-01,1.790633608815427
2164_2023-06-01,1.790633608815427
2170_2022-11-01,5.803845367150746
2170_2022-12-01,5.808958887298016
2170_2023-01-01,5.846031908365719
2170_2023-02-01,2.044129678870935
2170_2023-03-01,2.044129678870935
2170_2023-04-01,2.044129678870935
2170_2023-05-01,2.044129678870935
2170_2023-06-01,2.044129678870935
2180_2022-11-01,1.669195751138088
2180_2022-12-01,1.6995447647951443
2180_2023-01-01,1.6995447647951443
2180_2023-02-01,0.5918057663125948
2180_2023-03-01,0.5918057663125948
2180_2023-04-01,0.5918057663125948
2180_2023-05-01,0.5918057663125948
2180_2023-06-01,0.5918057663125948
2185_2022-11-01,1.2569832402234637
2185_2022-12-01,1.2569832402234637
2185_2023-01-01,1.1554088369730828
2185_2023-02-01,0.40629761300152356
2185_2023-03-01,0.40629761300152356
2185_2023-04-01,0.40629761300152356
2185_2023-05-01,0.40629761300152356
2185_2023-06-01,0.40629761300152356
2188_2022-11-01,0.4595404595404595
2188_2022-12-01,0.4795204795204795
2188_2023-01-01,0.4795204795204795
2188_2023-02-01,0.15984015984015984
2188_2023-03-01,0.15984015984015984
2188_2023-04-01,0.15984015984015984
2188_2023-05-01,0.15984015984015984
2188_2023-06-01,0.15984015984015984
2195_2022-11-01,3.1803397181062523
2195_2022-12-01,3.252620166245031
2195_2023-01-01,3.2164799421756416
2195_2023-02-01,1.1203469461510662
2195_2023-03-01,1.1203469461510662
2195_2023-04-01,1.1203469461510662
2195_2023-05-01,1.1203469461510662
2195_2023-06-01,1.1203469461510662
2198_2022-11-01,3.556622299803622
2198_2022-12-01,3.556622299803622
2198_2023-01-01,3.709360680776784
2198_2023-02-01,1.3091861226271002
2198_2023-03-01,1.3091861226271002
2198_2023-04-01,1.3091861226271002
2198_2023-05-01,1.3091861226271002
2198_2023-06-01,1.3091861226271002
2220_2022-11-01,6.320642474717431
2220_2022-12-01,6.201665675193337
2220_2023-01-01,6.216537775133849
2220_2023-02-01,2.186198691255205
2220_2023-03-01,2.186198691255205
2220_2023-04-01,2.186198691255205
2220_2023-05-01,2.186198691255205
2220_2023-06-01,2.186198691255205
2230_2022-11-01,6.514084507042253
2230_2022-12-01,6.602112676056338
2230_2023-01-01,6.514084507042253
2230_2023-02-01,2.2887323943661975
2230_2023-03-01,2.2887323943661975
2230_2023-04-01,2.2887323943661975
2230_2023-05-01,2.2887323943661975
2230_2023-06-01,2.2887323943661975
2240_2022-11-01,4.005636070853462
2240_2022-12-01,4.045893719806763
2240_2023-01-01,4.1062801932367154
2240_2023-02-01,1.42914653784219
2240_2023-03-01,1.42914653784219
2240_2023-04-01,1.42914653784219
2240_2023-05-01,1.42914653784219
2240_2023-06-01,1.42914653784219
2275_2022-11-01,5.9880239520958085
2275_2022-12-01,6.107784431137724
2275_2023-01-01,6.826347305389222
2275_2023-02-01,2.3952095808383236
2275_2023-03-01,2.3952095808383236
2275_2023-04-01,2.3952095808383236
2275_2023-05-01,2.3952095808383236
2275_2023-06-01,2.3952095808383236
2282_2022-11-01,4.5662100456621
2282_2022-12-01,4.5662100456621
2282_2023-01-01,4.794520547945205
2282_2023-02-01,1.5981735159817352
2282_2023-03-01,1.5981735159817352
2282_2023-04-01,1.5981735159817352
2282_2023-05-01,1.5981735159817352
2282_2023-06-01,1.5981735159817352
2290_2022-11-01,2.910390605054889
2290_2022-12-01,2.9614500893540976
2290_2023-01-01,2.910390605054889
